PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,QS_OVERALL,Total_Sales_Price
P06484,Chrompet,1182,2009-08-09,4,1.0,1.0,3,Family,0,2001-08-11,Others,NoSeWa,Paved,RM,3.13,10511955
P01697,Chrompet,955,2012-02-24,175,1.0,1.0,3,AdjLand,0,2006-02-25,House,NoSewr ,Gravel,RM,4.19,10036011
P00107,Chrompet,1183,2014-12-09,143,1.0,1.0,3,Normal Sale,1,1999-12-13,Others,NoSeWa,Gravel,RH,4.08,10893027
P04185,Chrompet,849,2010-10-21,21,1.0,1.0,3,AdjLand,1,1974-10-30,Commercial,NoSeWa,Paved,RL,2.83,12023419
P00481,Chrompet,830,2014-03-13,191,1.0,1.0,3,Family,1,1991-03-19,Commercial,NoSewr ,No Access,RL,3.02,11380075
P00703,Chrompet,1148,2013-10-03,152,1.0,1.0,3,Normal Sale,0,1980-10-11,House,ELO,Gravel,RH,3.28,8449062
P09183,Chrompet,1268,2007-03-06,40,2.0,1.0,4,Partial,1,1988-03-10,House,NoSeWa,Gravel,RM,2.99,11498834
P01390,Chrompet,1042,2012-06-13,178,1.0,1.0,3,Ab Normal,1,1994-06-18,Others,All Pub,Gravel,RL,3.85,11036025
P04426,Chrompet,997,2010-09-03,114,1.0,1.0,3,Partial,1,1970-09-13,Commercial,ELO,Gravel,RH,3.86,12586672
P07484,Chrompet,1188,2008-10-26,9,1.0,1.0,3,AdjLand,0,2003-10-28,Others,ELO,Gravel,RH,2.99,10160018
P04973,Chrompet,1195,2010-05-25,43,1.0,1.0,3,Ab Normal,0,2004-05-26,House,NoSewr ,Gravel,RM,3.11,10578078
P09244,Chrompet,919,2007-02-14,70,1.0,1.0,3,Ab Normal,0,2000-02-16,Commercial,All Pub,Gravel,RL,3.3,12571010
P03493,Chrompet,1197,2011-03-17,5,1.0,1.0,3,Partial,0,1997-03-20,House,NoSeWa,Gravel,RL,4.83,9542020
P01081,Chrompet,942,2013-01-09,18,1.0,1.0,3,Ab Normal,1,1975-01-19,Others,All Pub,Gravel,RL,4.3,10315242
P05063,Chrompet,1098,2010-05-06,62,1.0,1.0,3,Normal Sale,0,1979-05-14,House,NoSewr ,Gravel,RL,4.12,9204307
P07919,Chrompet,1132,2008-06-25,106,1.0,1.0,3,Ab Normal,1,1985-07-01,House,NoSewr ,No Access,RH,3.37,8657697
P09404,Chrompet,1204,2006-12-20,47,2.0,1.0,4,Normal Sale,1,1986-12-25,Others,NoSewr ,Paved,RH,3.32,10601304
P00962,Chrompet,729,2013-04-05,142,1.0,1.0,2,Normal Sale,0,1993-04-10,Commercial,NoSewr ,No Access,RM,3.87,10215374
P07984,Chrompet,821,2008-05-31,22,1.0,1.0,3,AdjLand,1,1999-06-03,House,NoSeWa,Gravel,RH,2.95,9073476
P06813,Chrompet,1149,2009-05-15,64,1.0,1.0,3,Normal Sale,0,1990-05-20,House,All Pub,Paved,RH,4.13,8609596
P01147,Chrompet,891,2012-11-28,95,1.0,1.0,3,Partial,0,1975-12-08,Commercial,NoSewr ,No Access,RM,4.48,11122673
P06780,Chrompet,1191,2009-05-26,54,1.0,1.0,3,AdjLand,0,2002-05-28,Others,All Pub,Gravel,RL,3.64,11103841
P05668,Chrompet,879,2010-01-15,156,1.0,1.0,3,Normal Sale,0,1990-01-20,Commercial,NoSewr ,Gravel,RM,3.64,12591432
P08228,Chrompet,1228,2008-03-17,100,2.0,1.0,4,Ab Normal,0,1983-03-24,Others,ELO,Gravel,RL,3.85,10383314
P05523,Chrompet,1283,2010-02-09,191,2.0,1.0,4,Family,1,1981-02-16,House,All Pub,No Access,RL,3.74,9933380
P00097,Chrompet,1254,2014-12-14,109,2.0,1.0,4,Family,0,1993-12-19,Others,NoSewr ,No Access,RL,2.3,9422762
P01042,Chrompet,951,2013-02-01,128,1.0,1.0,3,Family,0,1983-02-09,Commercial,NoSeWa,No Access,RM,4.19,11636435
P08015,Chrompet,1081,2008-05-20,165,1.0,1.0,3,Family,0,1999-05-23,Commercial,NoSeWa,No Access,RH,3.32,11703795
P02364,Chrompet,973,2011-10-17,112,1.0,1.0,3,Normal Sale,1,1971-10-27,Commercial,NoSeWa,Gravel,RH,3.59,12599883
P06917,Chrompet,844,2009-04-19,51,1.0,1.0,3,Ab Normal,1,2002-04-21,House,NoSewr ,Gravel,RL,3.87,9645631
P08148,Chrompet,950,2008-04-08,24,1.0,1.0,3,Partial,1,1985-04-14,Commercial,All Pub,No Access,RL,4.4,12371927
P00145,Chrompet,1002,2014-11-10,171,1.0,1.0,3,Partial,1,2008-11-11,Others,NoSewr ,Gravel,RL,3.48,10600600
P07686,Chrompet,937,2008-09-02,137,1.0,1.0,3,Family,0,1996-09-05,House,NoSewr ,Gravel,RM,3.12,9416762
P01431,Chrompet,1277,2012-05-10,38,2.0,1.0,4,Ab Normal,1,1978-05-19,House,All Pub,Paved,RL,3.47,10535804
P00306,Chrompet,791,2014-07-13,3,1.0,1.0,2,Normal Sale,0,1996-07-17,Commercial,ELO,Paved,RH,3.51,9915629
P04447,Chrompet,1003,2010-08-29,47,1.0,1.0,3,Ab Normal,1,1998-09-01,Others,NoSeWa,No Access,RM,3.64,10188790
P00526,Chrompet,1010,2014-02-02,139,1.0,1.0,3,Ab Normal,1,1998-02-06,House,NoSewr ,Paved,RM,2.59,10144374
P05548,Chrompet,1176,2010-02-05,13,1.0,1.0,3,Ab Normal,1,1995-02-09,Others,NoSeWa,Gravel,RL,2.81,11371032
P06754,Chrompet,1257,2009-06-05,117,2.0,1.0,4,Family,1,1984-06-11,House,NoSewr ,Paved,RH,4.08,9861228
P08412,Chrompet,723,2008-01-10,129,1.0,1.0,2,Normal Sale,1,2001-01-11,House,ELO,Paved,RM,3.85,9118305
P06338,Chrompet,1148,2009-09-11,175,1.0,1.0,3,Family,0,1988-09-16,Others,All Pub,Gravel,RM,3.02,10791971
P07033,Chrompet,953,2009-03-15,32,1.0,1.0,3,AdjLand,0,1991-03-20,House,NoSewr ,Gravel,RL,3.18,9144343
P05043,Chrompet,1010,2010-05-11,125,1.0,1.0,3,Family,0,1997-05-14,House,ELO,Gravel,RM,4.0,9594059
P07509,Chrompet,1272,2008-10-18,85,2.0,1.0,4,Normal Sale,0,1998-10-21,Others,NoSeWa,Paved,RL,2.89,10310984
P05068,Chrompet,1236,2010-05-05,42,2.0,1.0,4,AdjLand,1,1990-05-10,Others,NoSewr ,Paved,RL,4.14,11780065
P04378,Chrompet,1078,2010-09-13,31,1.0,1.0,3,Family,1,1979-09-21,Others,ELO,No Access,RH,3.51,8657382
P00105,Chrompet,901,2014-12-10,183,1.0,1.0,3,Ab Normal,1,2000-12-13,House,All Pub,Gravel,RL,3.52,9908918
P02019,Chrompet,1083,2011-12-24,116,1.0,1.0,3,Partial,0,1984-12-30,Others,NoSeWa,Gravel,RM,3.41,10032214
P06834,Chrompet,818,2009-05-10,59,1.0,1.0,3,Family,1,1987-05-16,House,ELO,Gravel,RH,3.44,8308463
P01157,Chrompet,1066,2012-11-24,107,1.0,1.0,3,Partial,1,1982-12-02,House,All Pub,Gravel,RL,3.36,9964765
P08703,Chrompet,1147,2007-09-15,159,1.0,1.0,3,Normal Sale,1,1969-09-24,House,NoSewr ,Gravel,RH,4.19,9707480
P00882,Chrompet,1232,2013-05-27,186,2.0,1.0,4,Normal Sale,0,1995-06-01,House,NoSewr ,No Access,RL,3.52,8923036
P00453,Chrompet,1264,2014-04-04,96,2.0,1.0,4,Ab Normal,0,1981-04-12,Others,NoSewr ,Paved,RM,2.76,10676047
P00308,Chrompet,743,2014-07-10,14,1.0,1.0,2,Partial,1,1977-07-19,Others,NoSewr ,No Access,RM,4.09,8275012
P01148,Chrompet,1064,2012-11-28,120,1.0,1.0,3,Partial,1,1985-12-05,Others,ELO,Gravel,RL,3.61,10334256
P03034,Chrompet,980,2011-06-10,124,1.0,1.0,3,Partial,1,1971-06-20,Others,NoSeWa,Gravel,RM,3.8,10426295
P03589,Chrompet,1071,2011-02-21,125,1.0,1.0,3,Normal Sale,1,1992-02-26,House,All Pub,Paved,RM,3.84,10642195
P03916,Chrompet,805,2010-12-15,45,1.0,1.0,3,Normal Sale,1,1972-12-24,Others,NoSewr ,Paved,RH,3.23,8231964
P00396,Chrompet,805,2014-05-16,185,1.0,1.0,3,Family,0,1985-05-23,Commercial,NoSeWa,No Access,RH,3.04,9207969
P01413,Chrompet,729,2012-05-23,116,1.0,1.0,2,Normal Sale,1,1977-06-01,Others,ELO,Gravel,RH,3.81,8251578
P06389,Chrompet,963,2009-08-30,104,1.0,1.0,3,Partial,0,1970-09-09,Commercial,All Pub,No Access,RM,3.69,11639340
P07057,Chrompet,1056,2009-03-08,94,1.0,1.0,3,Family,1,1999-03-11,House,NoSewr ,Gravel,RH,3.58,9668867
P04358,Chrompet,948,2010-09-16,132,1.0,1.0,3,Ab Normal,0,1988-09-21,Others,NoSeWa,Gravel,RH,2.98,8526427
P07529,Chrompet,1002,2008-10-13,60,1.0,1.0,3,Normal Sale,0,1972-10-22,Commercial,NoSeWa,Paved,RL,2.92,11998838
P00342,Chrompet,856,2014-06-23,158,1.0,1.0,3,Ab Normal,0,1990-06-29,Commercial,All Pub,No Access,RH,3.33,10091147
P01354,Chrompet,756,2012-07-11,76,1.0,1.0,2,Ab Normal,1,1998-07-15,Others,All Pub,Gravel,RM,4.26,10278948
P09420,Chrompet,1173,2006-12-15,198,1.0,1.0,3,Partial,1,1995-12-18,House,NoSeWa,No Access,RM,2.94,9935594
P07440,Chrompet,1121,2008-11-08,32,1.0,1.0,3,AdjLand,1,2003-11-10,Others,NoSeWa,No Access,RM,3.74,11081013
P02165,Chrompet,800,2011-11-26,46,1.0,1.0,2,Normal Sale,1,1998-11-29,Commercial,ELO,Paved,RM,3.37,12305376
P01404,Chrompet,1292,2012-05-31,193,2.0,1.0,4,Ab Normal,0,1993-06-05,Others,ELO,Gravel,RL,2.34,10701043
P00108,Chrompet,992,2014-12-07,152,1.0,1.0,3,AdjLand,1,1993-12-12,House,ELO,Gravel,RM,4.28,10943792
P08323,Chrompet,1085,2008-02-15,136,1.0,1.0,3,Family,0,1987-02-20,Others,NoSeWa,Gravel,RH,3.23,9074189
P05675,Chrompet,1179,2010-01-14,122,1.0,1.0,3,Partial,0,2003-01-16,Others,All Pub,Gravel,RM,3.24,11028070
P00115,Chrompet,855,2014-12-04,146,1.0,1.0,3,Partial,1,2007-12-06,Others,ELO,Gravel,RL,3.08,9747493
P04834,Chrompet,726,2010-06-22,114,1.0,1.0,2,Partial,0,2004-06-23,Commercial,NoSewr ,Gravel,RL,4.47,10733053
P08155,Chrompet,940,2008-04-07,50,1.0,1.0,3,Partial,0,1994-04-11,Commercial,NoSewr ,Paved,RL,3.56,11870678
P00617,Chrompet,740,2013-11-25,112,1.0,1.0,2,Normal Sale,1,2004-11-27,House,All Pub,Gravel,RL,4.54,9299841
P03208,Chrompet,1210,2011-05-05,124,2.0,1.0,4,Ab Normal,0,1972-05-14,House,All Pub,Gravel,RM,3.95,10375908
P01063,Chrompet,1021,2013-01-16,169,1.0,1.0,3,Normal Sale,0,1991-01-22,Others,NoSeWa,Paved,RM,3.98,9767830
P08310,Chrompet,941,2008-02-19,92,1.0,1.0,3,AdjLand,1,1988-02-24,House,All Pub,Gravel,RL,3.49,10233116
P00658,Chrompet,772,2013-11-02,114,1.0,1.0,2,AdjLand,1,1996-11-06,Commercial,ELO,No Access,RH,3.77,10588097
P00871,Chrompet,1238,2013-06-04,178,2.0,1.0,4,Ab Normal,0,1974-06-14,Others,NoSeWa,Gravel,RH,3.4,9665675
P00784,Chrompet,978,2013-07-26,183,1.0,1.0,3,Ab Normal,0,1974-08-05,Others,NoSewr ,Gravel,RH,3.96,8515759
P07699,Chrompet,812,2008-08-29,81,1.0,1.0,3,Partial,1,2003-08-31,House,All Pub,Gravel,RM,3.21,10088538
P00758,Chrompet,1027,2013-08-16,94,1.0,1.0,3,AdjLand,0,1985-08-23,Commercial,All Pub,No Access,RL,3.25,12276841
P01222,Chrompet,738,2012-10-16,8,1.0,1.0,2,AdjLand,1,2000-10-19,Commercial,NoSeWa,No Access,RL,3.63,11050000
P08459,Chrompet,714,2007-12-25,109,1.0,1.0,2,Ab Normal,0,1988-12-29,House,All Pub,Gravel,RM,3.39,8527299
P00893,Chrompet,1071,2013-05-17,151,1.0,1.0,3,Partial,0,1976-05-26,Others,All Pub,Paved,RM,4.24,9666655
P03167,Chrompet,892,2011-05-14,182,1.0,1.0,3,Ab Normal,1,1985-05-20,Others,All Pub,No Access,RH,3.48,8348642
P00312,Chrompet,721,2014-07-09,118,1.0,1.0,2,Family,1,1982-07-17,Others,NoSeWa,No Access,RM,3.15,8217580
P07713,Chrompet,723,2008-08-24,178,1.0,1.0,2,Family,1,1993-08-28,Commercial,NoSeWa,No Access,RM,3.73,11181973
P07959,Chrompet,994,2008-06-11,116,1.0,1.0,3,AdjLand,0,1980-06-18,Commercial,NoSewr ,No Access,RL,4.01,12076727
P08853,Chrompet,1100,2007-07-25,79,1.0,1.0,3,AdjLand,0,1981-07-31,Others,ELO,No Access,RM,3.11,9456023
P00392,Chrompet,1182,2014-05-19,47,1.0,1.0,3,AdjLand,0,1983-05-27,Others,All Pub,Gravel,RM,3.54,11366245
P01082,Chrompet,1142,2013-01-08,74,1.0,1.0,3,Normal Sale,0,1978-01-17,House,All Pub,Gravel,RH,4.73,8987842
P01550,Chrompet,1021,2012-03-20,85,1.0,1.0,3,Ab Normal,0,1980-03-28,Others,All Pub,Paved,RM,3.41,9704875
P00654,Chrompet,1067,2013-11-06,138,1.0,1.0,3,Family,0,1982-11-14,House,NoSeWa,Gravel,RM,3.58,9486060
P01279,Chrompet,733,2012-09-06,29,1.0,1.0,2,AdjLand,1,1987-09-13,Commercial,All Pub,No Access,RL,3.26,10981249
P08571,Chrompet,961,2007-11-03,78,1.0,1.0,3,Normal Sale,0,1974-11-11,Others,NoSewr ,Paved,RL,4.22,8704803
P02873,Chrompet,983,2011-07-08,49,1.0,1.0,3,Partial,0,1982-07-15,Others,All Pub,Paved,RM,3.64,9346577
P00378,Chrompet,1222,2014-05-28,76,2.0,1.0,4,Partial,1,1987-06-04,Others,All Pub,No Access,RM,3.74,11013304
P00298,Chrompet,1237,2014-07-17,41,2.0,1.0,4,Family,0,1977-07-26,Others,All Pub,No Access,RM,3.77,9945356
P07468,Chrompet,1292,2008-10-31,166,2.0,1.0,4,Normal Sale,0,1970-11-10,House,NoSewr ,Gravel,RL,2.6,9884760
P00852,Chrompet,1229,2013-06-14,146,2.0,1.0,4,Family,0,1987-06-21,House,NoSeWa,Gravel,RL,3.49,9676407
P08697,Chrompet,1109,2007-09-17,109,1.0,1.0,3,Family,1,1971-09-26,House,All Pub,Gravel,RH,3.61,9575771
P01397,Chrompet,943,2012-06-04,131,1.0,1.0,3,Ab Normal,1,1985-06-11,Commercial,NoSeWa,Paved,RL,3.1,12610059
P04470,Chrompet,1239,2010-08-25,84,2.0,1.0,4,Normal Sale,1,1983-09-01,Others,NoSewr ,Gravel,RH,3.1,11055466
P00803,Chrompet,1158,2013-07-13,4,1.0,1.0,3,Family,1,1988-07-19,Others,NoSeWa,Gravel,RL,3.0,11019222
P07183,Chrompet,1167,2009-01-26,110,1.0,1.0,3,Normal Sale,1,1972-02-05,Others,All Pub,Paved,RH,2.43,9954789
P01159,Chrompet,788,2012-11-23,6,1.0,1.0,2,AdjLand,0,1990-11-29,House,NoSewr ,Gravel,RM,2.8,8938381
P07103,Chrompet,987,2009-02-25,90,1.0,1.0,3,Family,1,1998-02-28,Commercial,ELO,No Access,RH,3.64,11979610
P00709,Chrompet,1282,2013-09-28,170,2.0,1.0,4,Ab Normal,0,1988-10-04,Others,NoSewr ,Paved,RH,3.09,9720573
P04435,Chrompet,876,2010-08-31,35,1.0,1.0,3,AdjLand,1,1976-09-08,Others,NoSeWa,Gravel,RM,4.43,10668630
P03642,Chrompet,1210,2011-02-09,144,2.0,1.0,4,Ab Normal,1,1988-02-15,House,All Pub,Paved,RM,3.82,11219085
P03030,Chrompet,801,2011-06-11,140,1.0,1.0,3,Family,0,1972-06-20,Commercial,All Pub,No Access,RM,4.06,10611155
P01088,Chrompet,921,2013-01-04,68,1.0,1.0,3,Family,1,1985-01-11,Commercial,ELO,No Access,RM,4.56,12569402
P05693,Chrompet,989,2010-01-11,94,1.0,1.0,3,AdjLand,1,1991-01-16,House,ELO,Gravel,RM,4.54,10871421
P00414,Chrompet,740,2014-05-02,53,1.0,1.0,2,AdjLand,1,2002-05-05,Commercial,NoSeWa,No Access,RL,3.94,11151404
P01251,Chrompet,1005,2012-09-27,47,1.0,1.0,3,Family,1,1980-10-05,Others,All Pub,Paved,RM,4.41,10598965
P01135,Chrompet,1052,2012-12-06,106,1.0,1.0,3,Normal Sale,0,1982-12-14,House,NoSewr ,No Access,RM,3.39,8522772
P00301,Chrompet,1286,2014-07-16,5,2.0,1.0,4,AdjLand,0,1991-07-22,House,NoSeWa,Paved,RL,4.54,10005760
P07229,Chrompet,972,2009-01-14,102,1.0,1.0,3,AdjLand,1,2003-01-16,House,ELO,No Access,RM,3.8,9796054
P03848,Chrompet,771,2010-12-30,28,1.0,1.0,2,Normal Sale,1,1999-01-02,Others,All Pub,No Access,RL,3.03,8543170
P03086,Chrompet,997,2011-05-29,40,1.0,1.0,3,Partial,0,2006-05-30,Others,NoSewr ,Gravel,RL,3.63,9520949
P00508,Chrompet,976,2014-02-14,170,1.0,1.0,3,AdjLand,1,1993-02-19,House,NoSewr ,Paved,RL,2.42,9628060
P05771,Chrompet,1282,2009-12-25,200,2.0,1.0,4,Family,1,1992-12-29,Others,All Pub,Gravel,RL,2.82,12034679
P05924,Chrompet,812,2009-11-29,38,1.0,1.0,3,AdjLand,0,1984-12-05,House,All Pub,Paved,RL,3.91,8180835
P04564,Chrompet,831,2010-08-08,107,1.0,1.0,3,Normal Sale,1,1990-08-13,Others,NoSewr ,No Access,RL,3.25,8751322
P02615,Chrompet,1277,2011-09-02,32,2.0,1.0,4,Family,1,2001-09-04,Others,NoSeWa,No Access,RL,3.18,10801987
P03486,Chrompet,1017,2011-03-18,189,1.0,1.0,3,Family,1,1990-03-23,Others,NoSewr ,Gravel,RH,3.59,9889570
P01267,Chrompet,842,2012-09-15,146,1.0,1.0,3,AdjLand,1,1986-09-22,Others,NoSeWa,No Access,RL,3.98,8901099
P04591,Chrompet,787,2010-08-04,83,1.0,1.0,2,Normal Sale,1,1979-08-12,Commercial,ELO,Gravel,RL,2.91,11866760
P00246,Chrompet,724,2014-08-28,30,1.0,1.0,2,Normal Sale,1,1981-09-05,House,NoSewr ,Gravel,RM,2.94,9194588
P08859,Chrompet,944,2007-07-23,38,1.0,1.0,3,Partial,1,1983-07-29,Others,All Pub,Paved,RH,4.49,9095697
P01160,Chrompet,1069,2012-11-21,199,1.0,1.0,3,AdjLand,1,1987-11-28,House,ELO,No Access,RL,3.38,9246864
P07739,Chrompet,1263,2008-08-15,131,2.0,1.0,4,Partial,1,2004-08-16,House,NoSewr ,Gravel,RM,3.88,11913620
P01824,Chrompet,1073,2012-02-01,77,1.0,1.0,3,Family,1,2007-02-02,Others,NoSeWa,Paved,RH,3.89,9874688
P06803,Chrompet,884,2009-05-18,68,1.0,1.0,3,AdjLand,1,1985-05-24,House,NoSewr ,Gravel,RH,3.16,9208958
P06850,Chrompet,1244,2009-05-06,153,2.0,1.0,4,Normal Sale,1,2004-05-07,House,All Pub,Gravel,RL,3.77,11547394
P00127,Chrompet,1025,2014-11-23,185,1.0,1.0,3,AdjLand,0,2005-11-25,Others,NoSeWa,Gravel,RL,2.8,10111892
P03714,Chrompet,972,2011-01-26,93,1.0,1.0,3,Ab Normal,0,2004-01-28,Others,NoSewr ,Paved,RH,3.56,8558873
P01495,Chrompet,1005,2012-03-31,103,1.0,1.0,3,Normal Sale,0,2007-04-02,House,NoSewr ,Paved,RL,3.42,8731691
P08634,Chrompet,982,2007-10-13,73,1.0,1.0,3,AdjLand,1,1968-10-22,House,NoSeWa,No Access,RL,3.24,8607112
P02943,Chrompet,1019,2011-06-25,40,1.0,1.0,3,Normal Sale,1,1998-06-28,House,NoSewr ,Paved,RM,3.45,10416979
P07667,Chrompet,768,2008-09-07,130,1.0,1.0,2,AdjLand,1,1997-09-10,Others,NoSewr ,Gravel,RM,4.4,10722935
P00917,Chrompet,1268,2013-05-03,101,2.0,1.0,4,Normal Sale,0,1983-05-11,House,NoSeWa,Paved,RH,3.83,8672825
P05715,Chrompet,1148,2010-01-06,104,1.0,1.0,3,Family,0,1971-01-16,House,NoSewr ,Gravel,RH,3.41,8454769
P00498,Chrompet,1047,2014-02-23,105,1.0,1.0,3,Ab Normal,1,1974-03-05,Others,ELO,Gravel,RM,3.91,10885321
P08822,Chrompet,902,2007-08-06,31,1.0,1.0,3,AdjLand,0,1989-08-10,House,NoSewr ,Gravel,RH,2.73,8233403
P03985,Chrompet,913,2010-11-30,92,1.0,1.0,3,Partial,1,1985-12-06,Commercial,NoSeWa,Gravel,RH,3.97,12196728
P08584,Chrompet,714,2007-10-30,190,1.0,1.0,2,Normal Sale,1,1968-11-08,Commercial,ELO,Paved,RL,2.94,10448433
P08086,Chrompet,727,2008-05-01,97,1.0,1.0,2,AdjLand,0,1979-05-09,Others,All Pub,Gravel,RM,3.57,9145746
P08895,Chrompet,1136,2007-07-01,48,1.0,1.0,3,Normal Sale,0,1989-07-05,House,NoSeWa,Gravel,RM,2.89,10024278
P03654,Chrompet,1178,2011-02-07,124,1.0,1.0,3,Normal Sale,1,1993-02-11,Others,NoSewr ,No Access,RM,3.95,11079304
P00144,Chrompet,1254,2014-11-11,27,2.0,1.0,4,AdjLand,1,2010-11-12,House,NoSewr ,Paved,RL,4.02,11308891
P01315,Chrompet,844,2012-08-14,43,1.0,1.0,3,Ab Normal,1,1999-08-18,House,NoSeWa,Paved,RH,3.98,8211613
P00087,Chrompet,774,2014-12-21,108,1.0,1.0,2,Normal Sale,1,2006-12-23,House,NoSeWa,No Access,RM,3.61,8652975
P00043,Chrompet,1260,2015-01-22,26,2.0,1.0,4,Normal Sale,1,1985-01-29,Others,NoSeWa,Paved,RM,3.32,11721528
P00331,Chrompet,931,2014-06-30,159,1.0,1.0,3,Normal Sale,0,1982-07-08,House,ELO,Paved,RM,3.75,8475792
P04723,Chrompet,1082,2010-07-10,151,1.0,1.0,3,Normal Sale,0,2003-07-12,Others,ELO,No Access,RM,3.86,9621931
P01203,Chrompet,1068,2012-10-26,53,1.0,1.0,3,Normal Sale,0,2004-10-28,House,ELO,Paved,RL,2.93,8722622
P02478,Chrompet,1104,2011-09-26,90,1.0,1.0,3,Partial,0,1991-10-01,House,NoSewr ,Gravel,RM,4.13,9823708
P01022,Chrompet,910,2013-02-19,81,1.0,1.0,3,AdjLand,0,1984-02-27,Others,NoSeWa,No Access,RM,3.3,8724330
P07841,Chrompet,1159,2008-07-16,120,1.0,1.0,3,Partial,0,1988-07-21,House,All Pub,Paved,RH,3.68,8298057
P00621,Chrompet,1000,2013-11-24,138,1.0,1.0,3,Family,1,1987-12-01,Others,ELO,Paved,RL,3.4,9672203
P04892,Chrompet,713,2010-06-09,149,1.0,1.0,2,Normal Sale,0,2002-06-11,Commercial,ELO,Gravel,RL,3.63,10620746
P06625,Chrompet,743,2009-07-12,153,1.0,1.0,2,AdjLand,0,1997-07-15,Commercial,NoSeWa,Paved,RH,2.68,9877802
P02218,Chrompet,1003,2011-11-13,103,1.0,1.0,3,Partial,1,2004-11-14,Others,NoSewr ,Gravel,RM,3.46,11264615
P01983,Chrompet,1182,2012-01-03,38,1.0,1.0,3,Partial,1,1983-01-10,Others,NoSewr ,Gravel,RH,4.03,10460732
P01370,Chrompet,1176,2012-07-02,94,1.0,1.0,3,AdjLand,0,2008-07-03,House,NoSeWa,Gravel,RH,3.37,9585170
P00756,Chrompet,1146,2013-08-17,92,1.0,1.0,3,AdjLand,1,1986-08-24,Others,NoSeWa,Paved,RH,3.63,10169876
P02151,Chrompet,832,2011-11-29,25,1.0,1.0,3,Partial,1,1978-12-07,House,All Pub,Gravel,RH,3.78,8353398
P08812,Chrompet,1116,2007-08-10,134,1.0,1.0,3,Family,1,1967-08-20,House,NoSeWa,Paved,RH,4.34,8845057
P07865,Chrompet,1037,2008-07-09,30,1.0,1.0,3,AdjLand,0,1985-07-15,Others,NoSewr ,No Access,RL,4.27,9043338
P01181,Chrompet,1187,2012-11-10,1,1.0,1.0,3,Family,1,1992-11-15,Others,NoSewr ,Paved,RH,3.27,10194902
P06814,Chrompet,999,2009-05-15,70,1.0,1.0,3,Partial,1,1990-05-20,Others,NoSeWa,No Access,RM,3.31,9689546
P08662,Chrompet,1020,2007-10-01,95,1.0,1.0,3,Partial,0,1995-10-04,Commercial,NoSewr ,Paved,RL,3.98,12455564
P01318,Chrompet,814,2012-08-11,4,1.0,1.0,3,Ab Normal,1,1993-08-16,House,NoSewr ,No Access,RM,3.46,8739645
P00697,Chrompet,1241,2013-10-11,156,2.0,1.0,4,Family,0,2006-10-13,Others,ELO,Paved,RM,3.52,10872181
P08802,Chrompet,1004,2007-08-13,106,1.0,1.0,3,Family,1,1982-08-19,Others,ELO,Paved,RL,3.78,9758062
P09182,Chrompet,1217,2007-03-06,97,2.0,1.0,4,AdjLand,1,1988-03-10,Others,NoSeWa,Paved,RH,3.1,10762628
P07104,Chrompet,1122,2009-02-25,77,1.0,1.0,3,Normal Sale,1,1973-03-06,Others,All Pub,No Access,RH,4.49,9385291
P02477,Chrompet,900,2011-09-27,186,1.0,1.0,3,Partial,0,1979-10-05,Others,NoSewr ,Paved,RL,3.91,8216330
P00006,Chrompet,1151,2015-02-16,7,1.0,1.0,3,Partial,0,1994-02-21,House,NoSewr ,Gravel,RH,3.6,8592716
P00642,Chrompet,983,2013-11-12,132,1.0,1.0,3,AdjLand,0,1993-11-17,House,NoSeWa,No Access,RM,3.34,8689597
P03979,Chrompet,887,2010-12-01,137,1.0,1.0,3,Normal Sale,1,1975-12-10,Others,All Pub,Gravel,RL,2.72,9938410
P01952,Chrompet,920,2012-01-09,87,1.0,1.0,3,Ab Normal,0,1975-01-18,Others,ELO,Paved,RM,3.86,8854514
P07567,Chrompet,1272,2008-09-30,67,2.0,1.0,4,Partial,1,1999-10-03,Others,NoSewr ,Paved,RH,3.69,10715745
P01133,Chrompet,710,2012-12-06,83,1.0,1.0,2,Partial,1,2002-12-09,House,All Pub,No Access,RM,3.99,8385001
P05686,Chrompet,1060,2010-01-12,200,1.0,1.0,3,Ab Normal,1,1983-01-19,Others,ELO,Paved,RH,3.81,9408382
P05160,Chrompet,952,2010-04-17,136,1.0,1.0,3,Partial,1,1984-04-23,Commercial,NoSeWa,No Access,RL,3.6,11909302
P09396,Chrompet,1047,2006-12-23,92,1.0,1.0,3,Partial,0,1982-12-29,Commercial,ELO,No Access,RM,3.95,12282552
P00034,Chrompet,884,2015-01-30,163,1.0,1.0,3,Partial,1,2007-02-01,Others,All Pub,Paved,RH,3.11,9052445
P00058,Chrompet,863,2015-01-08,80,1.0,1.0,3,Family,0,1982-01-16,Commercial,NoSeWa,Paved,RL,3.84,10942269
P06136,Chrompet,945,2009-10-15,145,1.0,1.0,3,Normal Sale,0,1999-10-18,Commercial,NoSeWa,No Access,RL,3.81,11432093
P01362,Chrompet,1159,2012-07-07,108,1.0,1.0,3,Ab Normal,0,1988-07-13,Others,NoSewr ,No Access,RH,2.53,8322507
